bromoacetonitrile,bromomalonate,diethyl_thiobarbituric_acid,dimethyl_nitrosoaniline,dimethylisoxazole,ethyl_vinyl_ether,glycidyl_propargyl_ether,hexadienal,indole,phenylboronic_acid,phenylhydrazine,phenylurazole,thiadiazole,tosyl_isocyanide,vinyl_pyrrolidinone,base,acid,pyrylium,rose_bengal,rubypy,prediction
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0.909097956
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.684313476
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.304123669
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.255678534
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.31E-01
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.32811174
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.84E-01
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.59E-01
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.490996923
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.084998041
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.385608132
0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0.733616124
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.481643682
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.63317512
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.012942821
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.480821401
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.54304735
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5.53E-01
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.734563231
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.572912189
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.588076445
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.588076445
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0.00285535
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.619383181
0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0.237094898
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.12E-03
0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.474055018
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.513299474
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.737549583
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.223347319
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.210495626
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.221625852
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.214472665
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.127517037
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0.560452883
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.635251984
0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.050548261
0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.002529057
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.444843695
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.309361868
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0.20536436
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.809282497
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2.00E-01
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.236737615
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.126094152
0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1.25E-01
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.24813346
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.498179496
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0.126914952
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.984793387
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.282043689
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.741511623
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.83E-02
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.153943648
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.558525749
0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.101983035
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.144766928
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.94E-01
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.710902467
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.23E-01
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.704284459
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0.712255259
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.302188992
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.009702408
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.476361228
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.54129714
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3.39E-02
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.523927058
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.100303414
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.647247588
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.687166303
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.050561074
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.885611969
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.299185795
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.575227365
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.580542435
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.267408324
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.287160277
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.589024482
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.666220784
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.797658483
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.43E-02
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.067168508
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0.058275455
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.159751549
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.407074532
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.990534798
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.572604224
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65E-01
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.088847345
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.100829971
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.438028585
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.49783493
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.029598644
0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.23E-03
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.190323721
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,4.67E-03
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0.393377057
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.775768474
0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.078929724
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1.82E-01
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.466594116
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.347815865
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.112308604
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.425820055
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.201541372
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.013746567
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.262421779
0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3.83E-03
0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.108689365
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.628194918
0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1.86E-04
0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.002788342
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.471241198
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0.324213528
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.159152964
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.025819964
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.640415435
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.375758247
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0.490331316
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.690333456
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.048698093
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.132009675
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.522290056
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0.221564763
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.279131532
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.708403349
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.128883114
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.118220726
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.606596346
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.515704138
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.550192314
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.738832677
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.119473729
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.514069614
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.220558707
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.120544171
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0.572898537
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.72682714
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0.471142049
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.100216876
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.19044358
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.003711822
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.102582754
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.335419666
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.054291358
0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.051551921
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.086069064
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.590400269
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.524310005
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1.54E-01
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.515678853
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.553930399
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.097369679
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0.644577861
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,7.31E-03
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0.006518088
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.084542082
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.331028242
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.702980647
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.039776922
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.57191448
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.44647944
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.60E-02
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.066589646
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,5.31E-03
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.523956896
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.750980183
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.138582655
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.137321296
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.206704862
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.187905876
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.119372196
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.26520756
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.397773621
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.822085043
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.628417109
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.565380288
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0.076455384
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.219346259
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.819045002
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.434730119
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.016473786
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.080473437
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.174320442
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.759955011
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.1534456
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.657237088
0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0.031056721
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.027988178
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.42551228
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.079097278
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0.519132787
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.030507773
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,8.37E-02
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.094800341
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.751872835
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.630522499
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.4906461
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2.62E-02
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.299531492
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.464522829
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.201557023
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.356395727
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.556378307
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0.023364721
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.278319919
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.757746339
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.271130913
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0.612163834
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.522559382
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.057514584
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653349181
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.074247561
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.9001434
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.551084042
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0.564926301
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.112643333
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.274742006
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.024755781
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.059323374
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.043352417
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.881349001
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830387908
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.285866301
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150566491
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.729448249
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.833665274
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0.349097411
0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,5.99E-03
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3.54E-02
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108874807
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.047070123
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.632793441
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.484281395
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3.98E-01
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.509483617
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.601444804
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0.014118963
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.571434125
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.753856877
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.96E-03
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.473784029
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.289019619
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.730125889
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0.09137423
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.539860564
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.028857877
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.143925961
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.90162831
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.070683782
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.204410016
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.71998924
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.049205302
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.407563553
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.514818338
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.619700397
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.000371659
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0.344552331
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.140847751
0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.063514241
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.102006445
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.123168201
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0.075111638
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.13237025
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.123165225
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559312279
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.573818095
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.032403309
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.513396906
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.143436017
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.651587332
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.256894408
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.057723273
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.635977447
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.302406278
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.641762078
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.72335209
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.046827504
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.527761015
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.042356556
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.418095911
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.849373738
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.552760911
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.565217599
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.775254364
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9.67E-03
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.69198445
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.022477793
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.03751354
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.013735159
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.091265797
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.601388355
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0.272324896
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.045972255
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.185818734
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.028814196
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.028112064
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1.87E-03
