bromoacetonitrile,bromomalonate,diethyl_thiobarbituric_acid,dimethyl_nitrosoaniline,dimethylisoxazole,ethyl_vinyl_ether,glycidyl_propargyl_ether,hexadienal,indole,phenylboronic_acid,phenylhydrazine,phenylurazole,thiadiazole,tosyl_isocyanide,vinyl_pyrrolidinone,base,acid,pyrylium,rose_bengal,rubypy,prediction
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0.111818762
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.104206004
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0.784047204
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.020464705
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.01E-03
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.50E-01
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.690622722
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.336043142
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.454988891
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.285898465
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.219576169
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.113024438
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.065066624
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.109994066
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0.6077746
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1.71E-01
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.520829863
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.129513989
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.561191497
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.155877317
0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0.880864307
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.120901547
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2.00E-04
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.229585377
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1.17E-03
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.045530837
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.811665167
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.498297832
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.76E-03
0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.160661378
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.258200279
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,6.31E-04
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.106312584
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.37E-02
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.629020475
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.331678495
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0.432349849
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.652147864
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0.18913014
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.07496982
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.011520645
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.263876417
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.482274701
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.420221777
0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0.439312828
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.333082964
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.694723095
0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.491688633
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.224480848
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.691332753
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.600641839
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.010104643
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.568141033
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.161327585
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0.000964922
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.080607351
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.351455263
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566553871
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.667266101
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.509360959
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.155850464
0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2.23E-02
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0.39513569
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.07E-03
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.020862869
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.503991938
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0.066925527
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.062052785
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0.071841083
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.42021268
0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.529427735
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.242118235
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.806562717
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.851711502
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.61700425
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.608058855
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.506690239
0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.128558207
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.63333106
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0.694467162
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.826230985
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1.44E-01
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.64197657
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,7.85E-02
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.696059719
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.235095988
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0.560324351
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.509867936
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2.63E-01
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.233683109
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.836829215
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.437791865
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.376796643
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.64631249
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.303302012
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.840202863
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.615352482
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.530951356
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.914680983
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.38503926
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695113694
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.499508699
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.480423038
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.854032194
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.088438213
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.693376258
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.16694154
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.076290674
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.605648165
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.488135708
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.910957566
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.199728199
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.369285719
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.876829917
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.642856707
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.058484817
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.877370215
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.341125126
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.373281494
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.012692595
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.180279565
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.197610984
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.683992599
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0.152320881
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.287487293
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133316865
0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.083696729
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.047840103
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.184256533
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.229327138
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.439770552
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.101470069
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.613050093
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2.64E-01
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0.387128667
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0.674343417
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.028234455
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.592475183
0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.077634719
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5.44E-02
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.593813842
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0.065947198
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.285856121
0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.332417461
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.675677602
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0.002270632
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.552144649
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.161931944
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.794395181
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.687601214
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.29094079
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.111884906
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138058853
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.606674448
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3.75E-02
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.660364563
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.512948262
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.714587758
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.639109855
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.235785383
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.007366672
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.211652761
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.744261066
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.29E-01
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.111029705
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.183989576
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.870122153
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0.133918475
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.75032105
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.703955318
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.004961131
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.515997109
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.765539296
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.646999175
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.46425528
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.006324937
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.011347133
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.636889741
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0.77020974
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.133195058
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.25200046
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.085254543
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.705384289
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0.353059162
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.113747966
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0.820982476
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.073168508
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.171462044
0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1.52E-01
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.739561429
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.096687503
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.270715031
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,9.47E-02
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.46E-02
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.326243081
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1.27E-01
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.650727953
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.363591535
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.609872758
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.87E-03
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.460842862
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.24887331
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,9.70E-02
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.819615059
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.90E-02
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.28E-04
0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,7.15E-03
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.331049735
0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.026588321
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.94184147
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.03E-02
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.539688542
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.088648625
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.547876097
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.604328732
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574128076
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.00844831
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.258032016
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0.036736403
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0.477285091
